[+]	#1
[!#1]C(=O)c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1]C(=O)c1[cH][cH]c([!#1])c([cH]1)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH]c([cH][cH]1)C([CH3])([CH3])[CH3]	#
[!#1]C(=O)c1[cH][cH]c([cH][cH]1)C(=O)[!#1]	#
[!#1]C(=O)c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]C(=O)c1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]	#
[!#1]C(=O)c1[cH][cH]c([cH]c1[N+](=O)[O-])[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH]c([cH]c1C(=O)[OH])[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH]c([CH3])[cH][cH]1	#
[!#1]C(=O)c1[cH][cH]c([CH3])c([cH]1)S(=O)(=O)[!#1]	#
[!#1]C(=O)c1[cH][cH]c([OH])[cH][cH]1	#
[!#1]C(=O)c1[cH][cH]c(Br)[cH][cH]1	#
[!#1]C(=O)c1[cH][cH]c(Br)c([cH]1)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH]c(Br)o1	#
[!#1]C(=O)c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]C(=O)c1[cH][cH]c(Cl)[cH]c1Cl	#
[!#1]C(=O)c1[cH][cH]c(Cl)c([cH]1)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH]c(Cl)c(Cl)[cH]1	#
[!#1]C(=O)c1[cH][cH]c(F)[cH][cH]1	#
[!#1]C(=O)c1[cH][cH]c(F)c(F)[cH]1	#
[!#1]C(=O)c1[cH][cH]c(o1)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH]c2[cH][cH][cH][cH]c2[cH]1	#
[!#1]C(=O)c1[cH][cH]c2n([!#1])c([CH3])c([CH3])c2[cH]1	#
[!#1]C(=O)c1[cH][cH]n[cH][cH]1	#
[!#1]C(=O)c1[cH]c([cH][cH]c1Cl)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH]c([cH]c([cH]1)[N+](=O)[O-])[N+](=O)[O-]	#
[!#1]C(=O)c1[cH]c([cH]c([cH]1)C([CH3])([CH3])[CH3])C([CH3])([CH3])[CH3]	#
[!#1]C(=O)c1[cH]c([N+](=O)[O-])c([CH3])c([cH]1)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH]c(Cl)[cH][cH]c1[OH]	#
[!#1]C(=O)c1[cH]c(Cl)[cH]c(Cl)[cH]1	#
[!#1]C(=O)c1[cH]c2[cH][cH][cH][cH]c2oc1=O	#
[!#1]C(=O)c1[cH]n([!#1])nc1[!#1]	#
[!#1]C(=O)c1c([!#1])[cH]nn1[!#1]	#
[!#1]C(=O)c1c([!#1])n([!#1])c2nc3[cH][cH][cH][cH]c3nc12	#
[!#1]C(=O)c1c([cH][cH][cH]c1[N+](=O)[O-])C(=O)[OH]	#
[!#1]C(=O)c1c([cH]nn1[!#1])[N+](=O)[O-]	#
[!#1]C(=O)c1c([OH])c2[cH][cH][cH][cH]c2oc1=O	#
[!#1]C(=O)c1c(F)[cH][cH][cH]c1F	#
[!#1]C(=O)c1c(n[cH]n1[!#1])[N+](=O)[O-]	#
[!#1]C(=O)c1n[cH][cH]nc1C(=O)[OH]	#
[!#1]C(=O)c1nn([!#1])[cH]c1Br	#
[!#1]C(=O)c1sc([!#1])nc1[!#1]	#
[!#1]C(=O)c1sc2[cH][cH][cH][cH]c2c1Cl	#
[!#1]C(=O)N([CH]([CH3])[CH3])[CH]([CH3])[CH3]	#
[!#1]C(=O)N([CH2][CH2][CH2][CH2][CH3])[CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)N([CH2][CH2]C(=O)[OH])[CH2]C(=O)[OH]	#
[!#1]C(=O)N([CH2][CH3])[CH2][CH3]	#
[!#1]C(=O)N([CH3])[CH3]	#
[!#1]C(=O)n1[cH]nc2[cH][cH][cH][cH]c12	#
[!#1]C(=O)N1[CH2][CH2][CH2][CH2][CH2][CH2]1	#
[!#1]C(=O)N1[CH2][CH2][CH2][CH2][CH2]1	#
[!#1]C(=O)N1[CH2][CH2][CH2][CH2]1	#
[!#1]C(=O)N1[CH2][CH2]c2[cH][cH][cH][cH]c12	#
[!#1]C(=O)N1[CH2][CH2]O[CH2][CH2]1	#
[!#1]C(=O)n1nnc2[cH][cH][cH][cH]c12	#
[!#1]C(=O)O[CH]([CH3])[CH3]	#
[!#1]C(=O)O[CH]([CH3])C(=C(Cl)Cl)Cl	#
[!#1]C(=O)O[CH2][CH]([CH3])[CH3]	#
[!#1]C(=O)O[CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)O[CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)O[CH2][CH2][CH2][CH3]	#
[!#1]C(=O)O[CH2][CH2][CH2]N([CH3])[CH3]	#
[!#1]C(=O)O[CH2][CH2][CH3]	#
[!#1]C(=O)O[CH2][CH2][NH2]	#
[!#1]C(=O)O[CH2][CH2][OH]	#
[!#1]C(=O)O[CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1]C(=O)O[CH2][CH2]N([CH3])[CH3]	#
[!#1]C(=O)O[CH2][CH3]	#
[!#1]C(=O)O[CH2]C#[CH]	#
[!#1]C(=O)O[CH2]C(=C(Cl)Cl)Cl	#
[!#1]C(=O)O[CH2]C(F)(F)C(F)(F)F	#
[!#1]C(=O)O[CH3]	#
[!#1]C(=O)OC([CH3])([CH3])[CH3]	#
[!#1]C(=O)ON=[CH]c1[cH][cH]c(Br)[cH][cH]1	#
[!#1]C(=O)ON=C([CH3])C([CH3])([CH3])[CH3]	#
[!#1]C(=O)ON=C([CH3])c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=S)[NH][CH2]C(=[CH2])[CH3]	#
[!#1]C(=S)[NH2]	#
[!#1]C(=S)S[CH2][CH2]C(=O)[OH]	#
[!#1]C(Cl)(Cl)Cl	#
[!#1]C(F)(F)[CH](F)F	#
[!#1]C(F)(F)C(F)(F)[CH](F)F	#
[!#1]C(F)(F)C(F)(F)F	#
[!#1]C(F)(F)F	#
[!#1]C1([!#1])[CH]2[CH2][CH2]C([CH3])(C1=O)C2([CH3])[CH3]	#
[!#1]C1([!#1])[CH2][CH2][CH2][CH2][CH2]1	#
[!#1]C1([!#1])[CH2][CH2][CH2][CH2]1	#
[!#1]C1([!#1])C(=NN(C1=O)c2[cH][cH]c([cH][cH]2)[N+](=O)[O-])[CH3]	#
[!#1]C1([!#1])C(=O)[CH2]C([CH3])([CH3])[CH2]C1=O	#
[!#1]C1([!#1])C(=O)c2[cH][cH][cH][cH]c2C1=O	#
[!#1]C1([!#1])C(=O)N(N=C1c2[cH][cH][cH][cH][cH]2)c3[cH][cH]c([cH][cH]3)[N+](=O)[O-]	#
[!#1]C1([!#1])C(=O)OC([CH3])([CH3])OC1=O	#
[!#1]C1([!#1])S(c2[cH][cH][cH][cH]c2C1=O)	# [!#1]C1([!#1])Sc2[cH][cH][cH][cH]c2C1=O
[!#1]C1([CH2][CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2]1)[CH2]3	#
[!#1]C1([CH2][CH]2[CH2][CH]3[CH2][CH]2[CH2]1)[CH2]3	#
[!#1]C1([CH2][CH]2[CH2][CH]3[CH2]1)[CH2][CH]([CH2]2)[CH2][CH2]3	#
[!#1]C1([CH2][CH]2[CH2][CH]3[CH2]1)[CH2]C([!#1])([CH2]2)[CH2]3	#
[!#1]C1([CH2][CH]2[CH2][CH]3[CH2]1)[CH2]C([OH])([CH2]2)[CH2]3	#
[!#1]C1([CH2][CH3])C(=[NH])[NH]C(=O)[NH]C1=O	#
[!#1]C1([CH2]N2[CH2]N3[CH2]1)C(=O)C([!#1])([CH2]2)[CH2]3	#
[!#1]C1([CH3])O[CH2][CH2]O1	#
[!#1]C1([OH])[CH2][CH2][CH2][CH2][CH2]1	#
[!#1]C1([OH])[CH2][CH2][CH2][CH2]1	#
[!#1]C1([OH])C(=O)[NH]c2[cH][cH][cH][cH]c21	#
[!#1]C1([OH])N(C(=O)[NH]c2[cH][cH][cH][cH]c21)c3[cH][cH][cH][cH][cH]3	#
[!#1]C1(C(=O)c2[cH][cH][cH][cH]c2C1=O)c3[cH][cH][cH][cH][cH]3	#
[!#1]C1(C(=O)N(c2[cH][cH][cH][cH]c21)c3[cH][cH][cH][cH][cH]3)C(F)(F)F	#
[!#1]C1(F)OC([!#1])(F)C([!#1])(F)C1([!#1])F	#
[!#1]C1(F)OC(F)(F)C(F)(F)C1(F)F	#
[!#1]C1(O[CH]2[CH]=[CH]1)[CH]3[CH]2C(=O)N(C3=O)c4[cH][cH][cH][cH][cH]4	#
[!#1]C1(Oc2[cH][cH][cH][cH]c2O1)C(Cl)(Cl)Cl	#
[!#1]c1[cH][cH][cH][cH][cH]1	#
[!#1]c1[cH][cH][cH][cH][n+]1[!#1]	#
[!#1]c1[cH][cH][cH][cH]c1[!#1]	#
[!#1]c1[cH][cH][cH][cH]c1[CH2][CH3]	#
[!#1]c1[cH][cH][cH][cH]c1[CH3]	#
[!#1]c1[cH][cH][cH][cH]c1[N+](=O)[O-]	#
[!#1]c1[cH][cH][cH][cH]c1[NH2]	#
[!#1]c1[cH][cH][cH][cH]c1[OH]	#
[!#1]c1[cH][cH][cH][cH]c1Br	#
[!#1]c1[cH][cH][cH][cH]c1C#N	#
[!#1]c1[cH][cH][cH][cH]c1C(=O)[CH3]	#
[!#1]c1[cH][cH][cH][cH]c1C(=O)[OH]	#
[!#1]c1[cH][cH][cH][cH]c1C(=O)c2[cH]c([!#1])nnc2[!#1]	#
[!#1]c1[cH][cH][cH][cH]c1C(F)(F)F	#
[!#1]c1[cH][cH][cH][cH]c1c2[cH][cH][cH][cH][cH]2	#
[!#1]c1[cH][cH][cH][cH]c1c2[cH][cH][cH][cH]c2[!#1]	#
[!#1]c1[cH][cH][cH][cH]c1c2n[nH]c(=S)[nH]c2=O	#
[!#1]c1[cH][cH][cH][cH]c1c2nc3[cH][cH][cH][cH]c3c(=O)[nH]2	#
[!#1]c1[cH][cH][cH][cH]c1c2nc3[cH][cH][cH][cH]c3s2	#
[!#1]c1[cH][cH][cH][cH]c1Cl	#
[!#1]c1[cH][cH][cH][cH]c1F	#
[!#1]c1[cH][cH][cH][cH]c1I	#
[!#1]c1[cH][cH][cH][cH]c1N2C(=O)[CH]=[CH]C2=O	#
[!#1]c1[cH][cH][cH][cH]c1N2C(=O)[CH]3[CH]([CH]([CH]=[CH][CH]3c4[cH][cH][cH][cH][cH]4)c5[cH][cH][cH][cH][cH]5)C2=O	#
[!#1]c1[cH][cH][cH][cH]c1O[CH3]	#
[!#1]c1[cH][cH][cH][cH]n1	#
[!#1]c1[cH][cH][cH][nH]1	#
[!#1]c1[cH][cH][cH]c([!#1])[cH]1	#
[!#1]c1[cH][cH][cH]c([!#1])c1[!#1]	#
[!#1]c1[cH][cH][cH]c([!#1])c1n2nnnc2C3([!#1])[CH2][CH2][CH2][CH2][CH2]3	#
[!#1]c1[cH][cH][cH]c([!#1])n1	#
[!#1]c1[cH][cH][cH]c([CH]=[CH]C(=O)[OH])[cH]1	#
[!#1]c1[cH][cH][cH]c([cH]1)[CH]2[CH2]C(=N[CH2][CH2]S2)c3c([!#1])[cH]c([!#1])oc3=O	#
[!#1]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]c1[cH][cH][cH]c([cH]1)C(=O)[CH3]	#
[!#1]c1[cH][cH][cH]c([cH]1)C(=O)[OH]	#
[!#1]c1[cH][cH][cH]c([cH]1)C(F)(F)F	#
[!#1]c1[cH][cH][cH]c([cH]1)c2[cH]nc3[cH][cH][cH][cH]c3n2	#
[!#1]c1[cH][cH][cH]c([cH]1)c2nc3[cH][cH][cH][cH]c3o2	#
[!#1]c1[cH][cH][cH]c([cH]1)c2nc3[cH]c([!#1])[cH][cH]c3o2	#
[!#1]c1[cH][cH][cH]c([cH]1)N2[CH2][CH2][CH2]C2=O	#
[!#1]c1[cH][cH][cH]c([cH]1)N2C(=O)c3[cH][cH][cH][cH]c3C2=O	#
[!#1]c1[cH][cH][cH]c([cH]1)S(=O)(=O)[!#1]	#
[!#1]c1[cH][cH][cH]c([CH2][CH3])[cH]1	#
[!#1]c1[cH][cH][cH]c([CH2][OH])[cH]1	#
[!#1]c1[cH][cH][cH]c([CH3])[cH]1	#
[!#1]c1[cH][cH][cH]c([CH3])c1[CH3]	#
[!#1]c1[cH][cH][cH]c([CH3])n1	#
[!#1]c1[cH][cH][cH]c([N+](=O)[O-])c1[!#1]	#
[!#1]c1[cH][cH][cH]c([NH2])[cH]1	#
[!#1]c1[cH][cH][cH]c([OH])[cH]1	#
[!#1]c1[cH][cH][cH]c(Br)[cH]1	#
[!#1]c1[cH][cH][cH]c(Cl)[cH]1	#
[!#1]c1[cH][cH][cH]c(Cl)c1[CH3]	#
[!#1]c1[cH][cH][cH]c(Cl)c1Cl	#
[!#1]c1[cH][cH][cH]c(F)[cH]1	#
[!#1]c1[cH][cH][cH]c(I)[cH]1	#
[!#1]c1[cH][cH][cH]c(O[CH3])[cH]1	#
[!#1]c1[cH][cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]c1[cH][cH][cH]c2[cH][cH][cH]c([!#1])c12	#
[!#1]c1[cH][cH][cH]c2[cH][cH][cH]nc12	#
[!#1]c1[cH][cH][cH]c2[CH2][CH2][CH2][CH2]c12	#
[!#1]c1[cH][cH][cH]c2c([!#1])[cH][cH][cH]c12	#
[!#1]c1[cH][cH][cH]c2c(=O)[nH][nH]c(=O)c12	#
[!#1]c1[cH][cH][cH]c2C(=O)c3[cH][cH][cH][cH]c3C(=O)c12	#
[!#1]c1[cH][cH][cH]c2C(=O)c3[cH][cH][cH]c([!#1])c3C(=O)c12	#
[!#1]c1[cH][cH][cH]c2c3[CH2][CH2][CH2][CH2]c3oc12	#
[!#1]c1[cH][cH][cH]c2n[cH][cH][cH]c12	#
[!#1]c1[cH][cH][cH]c2nsnc12	#
[!#1]c1[cH][cH][cH]n[cH]1	#
[!#1]c1[cH][cH][cH]nc1[!#1]	#
[!#1]c1[cH][cH][cH]nc1c2[cH]c([!#1])c([!#1])c([!#1])[cH]2	#
[!#1]c1[cH][cH][cH]nc1c2n[cH][cH][cH]c2[!#1]	#
[!#1]c1[cH][cH][cH]o1	#
[!#1]c1[cH][cH][cH]s1	#
[!#1]c1[cH][cH][n+]([!#1])[cH][cH]1	#
[!#1]c1[cH][cH][n+]([!#1])c2[cH][cH][cH][cH]c12	#
[!#1]c1[cH][cH][n+]([O-])[cH][cH]1	#
[!#1]c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1]c1[cH][cH]c([!#1])[cH]c1S(=O)(=O)c2[cH]c([!#1])[cH][cH]c2[!#1]	#
[!#1]c1[cH][cH]c([!#1])[n+]([!#1])[cH]1	#
[!#1]c1[cH][cH]c([!#1])c([!#1])[cH]1	#
[!#1]c1[cH][cH]c([!#1])c([!#1])c1[!#1]	#
[!#1]c1[cH][cH]c([!#1])c([!#1])n1	#
[!#1]c1[cH][cH]c([!#1])c([cH]1)[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([!#1])c([cH]1)C(=O)[OH]	#
[!#1]c1[cH][cH]c([!#1])c([cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]c1[cH][cH]c([!#1])c([cH]1)c2nc3[cH][cH][cH][cH]c3s2	#
[!#1]c1[cH][cH]c([!#1])c([CH3])[cH]1	#
[!#1]c1[cH][cH]c([!#1])c([OH])[cH]1	#
[!#1]c1[cH][cH]c([!#1])c(Cl)[cH]1	#
[!#1]c1[cH][cH]c([!#1])c2[cH][cH][cH][cH]c12	#
[!#1]c1[cH][cH]c([!#1])c2c([!#1])[cH][cH][cH]c12	#
[!#1]c1[cH][cH]c([!#1])c2n[cH][cH][cH]c12	#
[!#1]c1[cH][cH]c([!#1])c2nonc12	#
[!#1]c1[cH][cH]c([!#1])n[cH]1	#
[!#1]c1[cH][cH]c([!#1])n1c2[cH][cH]c([!#1])[cH][cH]2	#
[!#1]c1[cH][cH]c([!#1])nn1	#
[!#1]c1[cH][cH]c([!#1])o1	#
[!#1]c1[cH][cH]c([!#1])s1	#
[!#1]c1[cH][cH]c([cH][cH]1)[CH]([CH3])[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)[CH]2[CH]3[CH2][CH]4[CH2][CH]([CH2]3)[CH2][CH]2[CH2]4	#
[!#1]c1[cH][cH]c([cH][cH]1)[CH]2[CH2][CH2][CH2][CH2][CH2]2	#
[!#1]c1[cH][cH]c([cH][cH]1)[CH]2[NH]c3[cH][cH]c4n[cH][cH][cH]c4c3C5=C2C(=O)[CH2][CH2][CH2]5	#
[!#1]c1[cH][cH]c([cH][cH]1)[CH]2N([CH2][CH2]N2c3[cH][cH][cH][cH][cH]3)c4[cH][cH][cH][cH][cH]4	#
[!#1]c1[cH][cH]c([cH][cH]1)[CH]2N=NC(=[CH][CH]2c3[cH][cH][cH][cH][cH]3)[CH]4C(=O)c5[cH][cH][cH][cH]c5C4=O	#
[!#1]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([cH][cH]1)[NH](=O)[OH]	#
[!#1]c1[cH][cH]c([cH][cH]1)C([!#1])([CH3])[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)C([CH3])([CH3])[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)C(=N[NH]c2[cH][cH]c([cH]c2[N+](=O)[O-])[N+](=O)[O-])[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)C(=N[OH])[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)C(=O)[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)C(=O)[OH]	#
[!#1]c1[cH][cH]c([cH][cH]1)C(=O)C(=O)c2[cH][cH][cH][cH][cH]2	#
[!#1]c1[cH][cH]c([cH][cH]1)C2([!#1])C(=O)c3[cH][cH][cH][cH]c3C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)C2([CH2][CH]3[CH2][CH]4[CH2][CH]([CH2]3)[CH2]2)[CH2]4	#
[!#1]c1[cH][cH]c([cH][cH]1)C2([NH]C(=O)c3[cH][cH][cH][cH]c32)c4[cH][cH]c([!#1])[cH][cH]4	#
[!#1]c1[cH][cH]c([cH][cH]1)C2(c3[cH][cH][cH][cH]c3-c4[cH][cH][cH][cH]c42)c5[cH][cH]c([!#1])[cH][cH]5	#
[!#1]c1[cH][cH]c([cH][cH]1)C2(OC(=O)c3[cH][cH][cH][cH]c32)c4[cH][cH]c([!#1])[cH][cH]4	#
[!#1]c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH]c(n2)c3[cH][cH]c([!#1])[cH][cH]3	#
[!#1]c1[cH][cH]c([cH][cH]1)c2[cH][cH]c([!#1])[cH][cH]2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2[cH][cH]c([cH][cH]2)S(=O)(=O)[!#1]	#
[!#1]c1[cH][cH]c([cH][cH]1)c2[cH]c(nc(n2)c3[cH][cH][cH][cH][cH]3)c4[cH][cH]c([!#1])[cH][cH]4	#
[!#1]c1[cH][cH]c([cH][cH]1)c2[cH]nc(n[cH]2)c3[cH][cH]c([!#1])[cH][cH]3	#
[!#1]c1[cH][cH]c([cH][cH]1)c2[cH]nc3[cH][cH][cH][cH]c3n2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2n[cH][cH][cH]c2[!#1]	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc([!#1])[cH][cH]c2[!#1]	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc([!#1])[cH]c([!#1])c2[!#1]	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc(c3[cH][cH]c([!#1])[cH][cH]3)c4[cH][cH][cH][cH]c4n2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH][cH][cH]c3[nH]2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH][cH][cH]c3nc2c4[cH][cH][cH][cH][cH]4	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH][cH][cH]c3nc2c4[cH][cH]c([!#1])[cH][cH]4	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH][cH][cH]c3o2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH][cH][cH]c3s2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH]c([!#1])[cH]c3[nH]2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH]c([!#1])[cH]c3o2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH]c([!#1])[cH]c3s2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH][cH]c([cH]c3[nH]2)c4nc5[cH][cH]c([!#1])[cH]c5[nH]4	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH]c([!#1])[cH][cH]c3[nH]2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2nc3[cH]c([!#1])[cH][cH]c3o2	#
[!#1]c1[cH][cH]c([cH][cH]1)c2sc(c(c2c3[cH][cH][cH][cH][cH]3)c4[cH][cH][cH][cH][cH]4)c5[cH][cH]c([!#1])[cH][cH]5	#
[!#1]c1[cH][cH]c([cH][cH]1)N([CH3])[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)N2[CH2][CH2][CH2]C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2[CH2][CH2]C(=N2)c3[cH][cH]c([!#1])[cH][cH]3	#
[!#1]c1[cH][cH]c([cH][cH]1)N2[CH2][CH2]O[CH2][CH2]2	#
[!#1]c1[cH][cH]c([cH][cH]1)n2c([CH3])[cH][cH]c2[CH3]	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH]=[CH]C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH]3[CH]4[CH2][CH]([CH]=[CH]4)[CH]3C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2][CH2][CH2][CH2]3)C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2][CH2][CH2]3)C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2]N([CH2][CH2]3)[CH]4[CH2]C(=O)N(C4=O)c5[cH][cH]c([!#1])[cH][cH]5)C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2]N([CH2][CH2]3)c4n[cH][cH][cH]n4)C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2]O[CH2][CH2]3)C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)c3[cH][cH][cH][cH]c3C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)c3[cH][cH][cH]c([!#1])c3C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)c3[cH][cH]c([!#1])[cH]c3C2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)c3[cH][cH]c([cH]c3C2=O)C(=O)[OH]	#
[!#1]c1[cH][cH]c([cH][cH]1)n2c(=O)c3[cH]c4c(=O)n(c5[cH][cH]c([!#1])[cH][cH]5)c(=O)c4[cH]c3c2=O	#
[!#1]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]	#
[!#1]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[NH2]	#
[!#1]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[OH]	#
[!#1]c1[cH][cH]c([cH][cH]1)S(=O)(=O)c2[cH][cH]c([!#1])[cH][cH]2	#
[!#1]c1[cH][cH]c([CH]=[CH]c2[cH][cH][cH][cH][cH]2)[cH][cH]1	#
[!#1]c1[cH][cH]c([CH]=[CH]c2[cH][cH]c([!#1])[cH]c2S(=O)(=O)[OH])c([cH]1)S(=O)(=O)[OH]	#
[!#1]c1[cH][cH]c([CH]=N[NH]c2[cH][cH]c([cH][cH]2)S(=O)(=O)[OH])[cH][cH]1	#
[!#1]c1[cH][cH]c([CH]=N[NH]c2nc([!#1])nc([!#1])n2)o1	#
[!#1]c1[cH][cH]c([CH]=O)[cH][cH]1	#
[!#1]c1[cH][cH]c([cH]c1[!#1])[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([cH]c1[!#1])C(=O)[OH]	#
[!#1]c1[cH][cH]c([cH]c1[!#1])c2[cH][cH][cH][cH][cH]2	#
[!#1]c1[cH][cH]c([cH]c1[!#1])c2[cH][cH]c([!#1])c([!#1])[cH]2	#
[!#1]c1[cH][cH]c([cH]c1[!#1])c2n[cH][cH][cH]c2[!#1]	#
[!#1]c1[cH][cH]c([cH]c1[CH3])[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([cH]c1[CH3])C([CH3])([CH3])[CH3]	#
[!#1]c1[cH][cH]c([cH]c1[CH3])c2[cH][cH]c([!#1])c([CH3])[cH]2	#
[!#1]c1[cH][cH]c([cH]c1[N+](=O)[O-])[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([cH]c1[N+](=O)[O-])C(F)(F)F	#
[!#1]c1[cH][cH]c([cH]c1[N+](=O)[O-])S(=O)(=O)[!#1]	#
[!#1]c1[cH][cH]c([cH]c1Br)[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([cH]c1C(=O)[OH])[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([cH]c1Cl)[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([CH2][CH2][CH3])[cH][cH]1	#
[!#1]c1[cH][cH]c([CH2][CH3])[cH][cH]1	#
[!#1]c1[cH][cH]c([CH2]c2[cH][cH]c([!#1])[cH][cH]2)[cH][cH]1	#
[!#1]c1[cH][cH]c([CH3])[cH][cH]1	#
[!#1]c1[cH][cH]c([CH3])[cH]c1[CH3]	#
[!#1]c1[cH][cH]c([CH3])[cH]c1[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([CH3])[cH]c1[OH]	#
[!#1]c1[cH][cH]c([CH3])[cH]c1Br	#
[!#1]c1[cH][cH]c([CH3])[cH]n1	#
[!#1]c1[cH][cH]c([CH3])c([!#1])[cH]1	#
[!#1]c1[cH][cH]c([CH3])c([cH]1)[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([CH3])c([CH3])[cH]1	#
[!#1]c1[cH][cH]c([CH3])c([NH2])[cH]1	#
[!#1]c1[cH][cH]c([CH3])c(Br)[cH]1	#
[!#1]c1[cH][cH]c([CH3])c(Cl)[cH]1	#
[!#1]c1[cH][cH]c([CH3])c(I)[cH]1	#
[!#1]c1[cH][cH]c([CH3])n[cH]1	#
[!#1]c1[cH][cH]c([CH3])o1	#
[!#1]c1[cH][cH]c([N+](=O)[O-])c([CH3])[cH]1	#
[!#1]c1[cH][cH]c([N+](=O)[O-])c2nonc12	#
[!#1]c1[cH][cH]c([NH2])[cH][cH]1	#
[!#1]c1[cH][cH]c([NH2])c([cH]1)[N+](=O)[O-]	#
[!#1]c1[cH][cH]c([OH])[cH][cH]1	#
[!#1]c1[cH][cH]c([OH])[cH]c1[OH]	#
[!#1]c1[cH][cH]c([OH])c([!#1])[cH]1	#
[!#1]c1[cH][cH]c([OH])c([cH]1)C(=O)[OH]	#
